Name,Position,Club,High School,City,State,Commitment,Commitment URL
Leandro Sainz,Defender,Unknown,Unknown,Springfield,Virginia,Radford,https://www.soccerwire.com/college-team/radford-men/
Tristan DeLoach,Midfielder,Unknown,Unknown,Unknown,Georgia,Clemson,https://www.soccerwire.com/college-team/clemson-men/
Connor Lisenbee,Forward,Solar Soccer Club,Unknown,Unknown,Texas,Cal Poly,https://www.soccerwire.com/college-team/cal-poly-men/
Nick Isaac,Forward,Ohio Premier,Unknown,Unknown,Ohio,Ohio State,https://www.soccerwire.com/college-team/ohio-state-men/
Andrew McGee,Midfielder,Pateadores,Troy,Fullerton,California,Cal Poly,https://www.soccerwire.com/college-team/cal-poly-men/
Jackson Beske,Forward,Total Futbol Academy,Ross,Ross,Ohio,Lake Erie,https://www.soccerwire.com/college-team/lake-erie-men/
Rex Flanagan,Goalkeeper,Maryland United FC,Indian Creek,Crownsville,Maryland,Mount St. Mary's,https://www.soccerwire.com/college-team/mount-st-marys-men/
Carsten Bay,Defender,Beach FC (VA),Unknown,Unknown,Virginia,Virginia Tech,https://www.soccerwire.com/college-team/virginia-tech-men/
Chris Thompson,Defender,Loudoun Soccer,Unknown,Unknown,Virginia,Virginia Tech,https://www.soccerwire.com/college-team/virginia-tech-men/
Chris Peretti,Forward,Real Salt Lake Academy,Unknown,Unknown,Washington,Washington,https://www.soccerwire.com/college-team/washington-men/
Zephyn Brockert-Kress,Forward,HTX Soccer,Unknown,Unknown,Pennsylvania,Syracuse,https://www.soccerwire.com/college-team/syracuse-men/
Parker Forbes,Defender,Lonestar SC,Unknown,Unknown,Texas,Louisville,https://www.soccerwire.com/college-team/louisville-men/
Patrick Ajdukiewicz,Defender,Chicago Fire Academy,Unknown,Unknown,Illinois,Louisville,https://www.soccerwire.com/college-team/louisville-men/
Efosa Emovon,Forward,Vardar,Unknown,Unknown,Ontario,Michigan State,https://www.soccerwire.com/college-team/michigan-state-men/
Grant Yeagley,Midfielder,FC Alliance,Unknown,Unknown,Indiana,Indiana,https://www.soccerwire.com/college-team/indiana-men/
Mason Henderson,Forward,FC Cincinnati Academy,Unknown,Unknown,Wisconsin,Indiana,https://www.soccerwire.com/college-team/indiana-men/
Ryan Brakke,Midfielder,Sporting Nebraska,Unknown,Unknown,Unknown,Creighton,https://www.soccerwire.com/college-team/creighton-men/
Gwen Hoyt,Goalkeeper,The St. James FC,Unknown,Unknown,Virginia,Quinnipiac,https://www.soccerwire.com/college-team/quinnipiac-women/
Thomas John (TJ) Presthus,Defender,Columbus Crew SC Academy,Unknown,Unknown,Ohio,Yale,https://www.soccerwire.com/college-team/yale-men/
Samuel Bennett,Defender,PA Classics,Unknown,Unknown,Pennsylvania,Indiana,https://www.soccerwire.com/college-team/indiana-men/
Rocco Deppe,Midfielder,Kansas Rush,Unknown,Overland Park,Kansas,Air Force,https://www.soccerwire.com/college-team/air-force-men/
Parker Kump,Goalkeeper,Empire United Soccer Academy,Unknown,Unknown,New York,Syracuse,https://www.soccerwire.com/college-team/syracuse-men/
Luke Hille,Midfielder,North Carolina FC Youth,Unknown,Unknown,North Carolina,NC State,https://www.soccerwire.com/college-team/nc-state-men/
Kyle Genenbacher,Defender,Saint Louis FC,Unknown,Unknown,Missouri,Notre Dame,https://www.soccerwire.com/college-team/notre-dame-men/
Kieran Sargeant,Defender,Houston Dynamo Academy,Unknown,Unknown,Texas,Georgetown,https://www.soccerwire.com/college-team/georgetown-men/
Jean Claude Bikorimana,Midfielder,FC Cincinnati Academy,Unknown,Unknown,Kentucky,Louisville,https://www.soccerwire.com/college-team/louisville-men/
Jai Bean,Forward,Black Rock FC,Unknown,Unknown,Massachusetts,Duke,https://www.soccerwire.com/college-team/duke-men/
Jackson Simons,Defender,Baltimore Celtic SC,Unknown,Unknown,Maryland,Navy,https://www.soccerwire.com/college-team/navy-men/
Henry (Steven) Cordova,Midfielder,Colorado Rapids,Unknown,Unknown,North Carolina,UNC Greensboro,https://www.soccerwire.com/college-team/unc-greensboro-men/
Grant Farley,Goalkeeper,Baltimore Armour,Unknown,Unknown,Maryland,Duke,https://www.soccerwire.com/college-team/duke-men/
Dante Huckaby,Midfielder,Philadelphia Union Academy,Unknown,Unknown,Pennsylvania,Louisville,https://www.soccerwire.com/college-team/louisville-men/
Coleman Gannon,Midfielder,Atlanta United FC,Unknown,Unknown,Georgia,Indiana,https://www.soccerwire.com/college-team/indiana-men/
Cleveland Sellers IV,Defender,Carolina Rapids,Unknown,Unknown,North Carolina,Notre Dame,https://www.soccerwire.com/college-team/notre-dame-men/
Ben Martino,Goalkeeper,Philadelphia Union Academy,Unknown,Unknown,Pennsylvania,Virginia Tech,https://www.soccerwire.com/college-team/virginia-tech-men/
Alioune Ka,Forward,Solar Soccer Club,Unknown,Unknown,Texas,Cornell,https://www.soccerwire.com/college-team/cornell-men/
Aaron Messer,Midfielder,North Carolina FC Youth,Unknown,Unknown,North Carolina,Penn,https://www.soccerwire.com/college-team/penn-men/
A.J. Francois,Defender,Lonestar SC,Unknown,Unknown,Texas,Denver,https://www.soccerwire.com/college-team/denver-men/
Zachary Renz,Midfielder,St. Louis Scott Gallagher (SLSG),Unknown,Lake St. Louis,Missouri,SIUE,https://www.soccerwire.com/college-team/siue-men/
Michael Hesse,Goalkeeper,RISE SC,Unknown,Pearland,Texas,University of Texas at Dallas,https://www.soccerwire.com/college-team/university-of-texas-at-dallas-men/
Asparuh Slavov,Midfielder,United Futbol Academy,Unknown,Unknown,West Virginia,Virginia,https://www.soccerwire.com/college-team/virginia-men/
Mauricio Gutierrez,Midfielder,Los Angeles Football Club (LAFC) Academy,Unknown,Unknown,California,UCLA,https://www.soccerwire.com/college-team/ucla-men/
Caleb Allen,Defender,HTX Soccer,Unknown,Unknown,Texas,Navy,https://www.soccerwire.com/college-team/navy-men/
Marcus Garcia,Forward,New Mexico Rapids SC,Unknown,Unknown,New Mexico,Maryland,https://www.soccerwire.com/college-team/maryland-men/
Cooper Kieran,Midfielder,Beach FC (VA),Unknown,Unknown,Virginia,Kentucky,https://www.soccerwire.com/college-team/kentucky-men/
Jackson Castro,Midfielder,Solar Soccer Club,Unknown,Unknown,Texas,Creighton,https://www.soccerwire.com/college-team/creighton-men/
Henry Suah,Forward,Minneapolis United,Unknown,Unknown,Minnesota,Clemson,https://www.soccerwire.com/college-team/clemson-men/
Leonardo Perez,Forward,Unknown,Unknown,Unknown,Florida,Navy,https://www.soccerwire.com/college-team/navy-men/
Giovanni Calderon,Defender,Nomads SC,Unknown,Unknown,Connecticut,Hartford,https://www.soccerwire.com/college-team/hartford-men/
Adrien Wheaton-Schopp,Forward,D.C. United Academy,Unknown,Unknown,Maryland,Columbia,https://www.soccerwire.com/college-team/columbia-men/
Paolo Primavera,Forward,Blau Weiss Gottschee,Unknown,Unknown,New York,Columbia,https://www.soccerwire.com/college-team/columbia-men/
Connor Lee,Midfielder,Internationals SC,Unknown,Unknown,Ohio,Akron,https://www.soccerwire.com/college-team/akron-men/
Jonas Buechte,Defender,Unknown,Unknown,Unknown,Unknown,Akron,https://www.soccerwire.com/college-team/akron-men/
Oscar Blazer,Defender,FC United Soccer Club,Unknown,Unknown,Illinois,Duquesne,https://www.soccerwire.com/college-team/duquesne-men/
Richard Raupp,Goalkeeper,Lake Grove Newfield,Unknown,Unknown,New York,George Washington,https://www.soccerwire.com/college-team/george-washington-men/
Nico Krueger,Forward,FC DELCO,Unknown,Unknown,Pennsylvania,George Washington,https://www.soccerwire.com/college-team/george-washington-men/
Will Manning,Midfielder,Toronto FC Academy,Unknown,Unknown,Ontario,Fordham,https://www.soccerwire.com/college-team/fordham-men/
Alex Maxim,Defender,Saint Louis FC,Unknown,Unknown,Illinois,Tulsa,https://www.soccerwire.com/college-team/tulsa-men/
Trace Ibrahim,Forward,San Antonio FC Pro Academy,Unknown,Unknown,Texas,Tulsa,https://www.soccerwire.com/college-team/tulsa-men/
Jackson Grant,Forward,Saint Louis FC,Unknown,Unknown,Kansas,Tulsa,https://www.soccerwire.com/college-team/tulsa-men/
Matthew Andree,Defender,Unknown,Unknown,Unknown,Ontario,Tulsa,https://www.soccerwire.com/college-team/tulsa-men/
Jose Joya,Defender,Baltimore Armour,Unknown,Unknown,Maryland,Loyola Maryland,https://www.soccerwire.com/college-team/loyola-maryland-men/
Gael Quintero,Midfielder,San Diego Surf,Unknown,Unknown,California,Saint Mary's (Calif.),https://www.soccerwire.com/college-team/saint-marys-calif-men/
Jayden Smileski,Defender,Unknown,Unknown,Unknown,Unknown,Saint Mary's (Calif.),https://www.soccerwire.com/college-team/saint-marys-calif-men/
Gyuwon Chong,Forward,Sporting Kansas City Academy,Unknown,Unknown,Missouri,Temple,https://www.soccerwire.com/college-team/temple-men/
Guilherme Feitosa,Midfielder,Unknown,Unknown,Unknown,Unknown,Pitt,https://www.soccerwire.com/college-team/pitt-men/
Colin Welsh,Goalkeeper,Sporting Blue Valley,Unknown,Unknown,Kansas,Memphis,https://www.soccerwire.com/college-team/memphis-men/
Jose Maria Ojeda,Forward,Albion Hurricanes FC,Unknown,Unknown,Texas,Memphis,https://www.soccerwire.com/college-team/memphis-men/
Matias Mancini,Forward,Unknown,Unknown,Unknown,Unknown,Saint Joseph's,https://www.soccerwire.com/college-team/saint-josephs-men/
Truls Brændvang,Midfielder,Unknown,Unknown,Unknown,Unknown,Saint Joseph's,https://www.soccerwire.com/college-team/saint-josephs-men/
Brandon Barrett,Defender,NY Elite FC,Unknown,Unknown,New York,Saint Joseph's,https://www.soccerwire.com/college-team/saint-josephs-men/
Peter Maitland,Midfielder,FC Stars,Unknown,Boston,Massachusetts,UCSB,https://www.soccerwire.com/college-team/ucsb-men/
Sebastian Cutler-DeJesus,Goalkeeper,Metropolitan Oval,Unknown,Unknown,New York,Wisconsin,https://www.soccerwire.com/college-team/wisconsin-men/
Alan Jimenez,Midfielder,Legends FC,Unknown,San Bernardino,California,University of La Verne,https://www.soccerwire.com/college-team/university-of-la-verne-men/
Jonathan Otero,Goalkeeper,Legends FC,Unknown,San Bernardino,California,Ottawa University,https://www.soccerwire.com/college-team/ottawa-university-men/
Jared DeMott,Defender,Legends FC,Unknown,Claremont,California,San Marcos,https://www.soccerwire.com/college-team/san-marcos-men/
Luc Granitur,Forward,Soccer Institute at Montverde Academy (SIMA),Unknown,Vero Beach,Florida,UNC,https://www.soccerwire.com/college-team/unc-men/
Donovan Boone,Midfielder,Shattuck-St. Mary's,Unknown,Unknown,Minnesota,Butler,https://www.soccerwire.com/college-team/butler-men/
John Atem Kato,Forward,Soccer Institute at Montverde Academy (SIMA),Unknown,Montverde,Florida,Portland,https://www.soccerwire.com/college-team/portland-men/
AJ Deleonibus,Defender,Pittsburgh Riverhounds Development Academy,Unknown,Unknown,Pennsylvania,Baldwin Wallace,https://www.soccerwire.com/college-team/baldwin-wallace-men/
"Nicholas ""Nick"" Kosut",Forward,Atlanta Fire United,Unknown,Unknown,Georgia,Young Harris,https://www.soccerwire.com/college-team/young-harris-men/
Carson Kourtesis,Midfielder,Lee-Mt. Vernon Sports Club (LMVSC),Unknown,Vienna,Virginia,Loyola Maryland,https://www.soccerwire.com/college-team/loyola-maryland-men/
Leul Mehari,Defender,McLean Youth Soccer,Unknown,Reston,Virginia,Radford,https://www.soccerwire.com/college-team/radford-men/
"Lawrence Aydlett, Jr.",Forward,Baltimore Celtic SC,Unknown,Unknown,Maryland,Unknown,Unknown
Justin Frick,Midfielder,VA Legacy Soccer Club,Unknown,Yorktown,Virginia,Virginia Wesleyan,https://www.soccerwire.com/college-team/virginia-wesleyan-men/
Owen Christiansen,Defender,Florida Kraze Krush,Unknown,Orlando,Florida,North Florida,https://www.soccerwire.com/college-team/north-florida-men/
Jarron James,Midfielder,Charlotte Soccer Academy,Unknown,Charlotte,North Carolina,UNC Asheville,https://www.soccerwire.com/college-team/unc-asheville-men/
Leo Guarino,Midfielder,New York Cosmos Academy,Unknown,Unknown,New York,Wake Forest,https://www.soccerwire.com/college-team/wake-forest-men/
Andrew Kovacs,Defender,Boston Bolts,St. John's,Hopkinton,Massachusetts,Worcester Polytechnic Institute,https://www.soccerwire.com/college-team/worcester-polytechnic-institute-men/
Sebastian Maldonado,Defender,Unknown,Unknown,Woodbridge,Virginia,Radford,https://www.soccerwire.com/college-team/radford-men/
Connor Burkett,Defender,Unknown,Unknown,Unknown,Michigan,Western Michigan,https://www.soccerwire.com/college-team/western-michigan-men/
Cooper King,Defender,Tulsa Soccer Club,Unknown,Unknown,Oklahoma,Tulsa,https://www.soccerwire.com/college-team/tulsa-men/
Zac Kelly,Goalkeeper,Michigan Jaguars,Unknown,Unknown,Michigan,Michigan State,https://www.soccerwire.com/college-team/michigan-state-men/
Zack Babiak,Forward,Vardar,Unknown,Unknown,Michigan,Michigan State,https://www.soccerwire.com/college-team/michigan-state-men/
Jack Redd,Midfielder,Gretna Elite Academy,Unknown,Unknown,Nebraska,Creighton,https://www.soccerwire.com/college-team/creighton-men/
Max Trejo,Goalkeeper,Sporting Kansas City Youth,Unknown,Unknown,Kansas,Ohio State,https://www.soccerwire.com/college-team/ohio-state-men/
Kyle Bebej,Defender,Chicago Fire Academy,Minooka Community,Shorewood,Illinois,Marquette,https://www.soccerwire.com/college-team/marquette-men/
Sean Bettenhausen,Midfielder,Philadelphia Union Academy,Unknown,Unknown,Pennsylvania,Penn State,https://www.soccerwire.com/college-team/penn-state-men/
Connor Smith,Goalkeeper,Maryland United FC,Unknown,Davidsonville,Maryland,Brown,https://www.soccerwire.com/college-team/brown-men/
Kyle Dengler,Midfielder,Baltimore Armour,Unknown,Unknown,Maryland,Loyola Maryland,https://www.soccerwire.com/college-team/loyola-maryland-men/
Nate Crockford,Goalkeeper,Chicago Fire Academy,Unknown,Unknown,Illinois,UCLA,https://www.soccerwire.com/college-team/ucla-men/
Michael Rossi,Forward,Sockers FC,Unknown,Unknown,Illinois,Notre Dame,https://www.soccerwire.com/college-team/notre-dame-men/
Maximus Jennings,Defender,Black Rock FC,Unknown,Unknown,New Jersey,Georgetown,https://www.soccerwire.com/college-team/georgetown-men/
Matthew Senanou,Defender,Sockers FC,Unknown,Unknown,Illinois,Xavier,https://www.soccerwire.com/college-team/xavier-men/
Mateo Acosta,Defender,FC United Soccer Club,Unknown,Unknown,Illinois,Notre Dame,https://www.soccerwire.com/college-team/notre-dame-men/
Lucas Hatsios,Goalkeeper,Charlotte Independence SC,Unknown,Unknown,North Carolina,NC State,https://www.soccerwire.com/college-team/nc-state-men/
Declan Quill,Forward,BRYC Elite,George Mason High School,Falls Church,Virginia,Virginia Tech,https://www.soccerwire.com/college-team/virginia-tech-men/
Gavin Krenecki,Goalkeeper,Sporting Kansas City Youth,Unknown,Unknown,California,Louisville,https://www.soccerwire.com/college-team/louisville-men/
Brandon Zelaya,Forward,San Jose Earthquakes Academy,Unknown,Unknown,California,UCLA,https://www.soccerwire.com/college-team/ucla-men/
Sam Bassett,Midfielder,Real Colorado,Unknown,Unknown,Colorado,Denver,https://www.soccerwire.com/college-team/denver-men/
Ricky Ybarra,Defender,Shattuck-St. Mary's,Unknown,Unknown,Tennessee,Butler,https://www.soccerwire.com/college-team/butler-men/
Noah Ward,Forward,Solar Soccer Club,Unknown,Unknown,Texas,Navy,https://www.soccerwire.com/college-team/navy-men/
Bodie Bice,Midfielder,Jacksonville FC,Unknown,Unknown,Florida,Appalachian State,https://www.soccerwire.com/college-team/appalachian-state-men/
Jeremy Garay,Midfielder,D.C. United Academy,Unknown,Unknown,Virginia,Virginia,https://www.soccerwire.com/college-team/virginia-men/
Aaron Edwards,Forward,San Jose Earthquakes Academy,Unknown,Unknown,California,UCLA,https://www.soccerwire.com/college-team/ucla-men/
Jalen Neal,Defender,LA Galaxy,Unknown,Unknown,California,UCI,https://www.soccerwire.com/college-team/uci-men/
Bailey Sparks,Midfielder,Solar Soccer Club,Unknown,Unknown,Texas,SMU,https://www.soccerwire.com/college-team/smu-men/
Bryce Boneau,Midfielder,Solar Soccer Club,Unknown,Unknown,Texas,Notre Dame,https://www.soccerwire.com/college-team/notre-dame-men/
Caden Stafford,Forward,Philadelphia Union Academy,Unknown,Unknown,New York,Maryland,https://www.soccerwire.com/college-team/maryland-men/
Jason Belloli,Defender,Chicago Fire Academy,Unknown,Unknown,Illinois,Denver,https://www.soccerwire.com/college-team/denver-men/
Otto Ollikainen,Midfielder,Unknown,Unknown,Unknown,Unknown,West Virginia,https://www.soccerwire.com/college-team/west-virginia-men/
Frederik Jorgensen,Defender,Unknown,Unknown,Unknown,Unknown,West Virginia,https://www.soccerwire.com/college-team/west-virginia-men/
Zion Wagoner,Forward,Real Colorado,Unknown,Unknown,Colorado,Memphis,https://www.soccerwire.com/college-team/memphis-men/
Eric Primo Chanzá,Midfielder,Unknown,Unknown,Unknown,Unknown,Memphis,https://www.soccerwire.com/college-team/memphis-men/
Omry Perel,Midfielder,Unknown,Unknown,Unknown,Unknown,Saint Joseph's,https://www.soccerwire.com/college-team/saint-josephs-men/
Alex Hjælmof,Forward,Unknown,Unknown,Unknown,Unknown,San Diego State,https://www.soccerwire.com/college-team/san-diego-state-men/
Adir Raphael,Goalkeeper,Unknown,Unknown,Tel Aviv,Unknown,Wisconsin,https://www.soccerwire.com/college-team/wisconsin-men/
Ryan Keefe,Defender,Shattuck-St. Mary's,Unknown,Wausau,Wisconsin,Wisconsin,https://www.soccerwire.com/college-team/wisconsin-men/
Ahmed Abotrika,Forward,Unknown,Unknown,Unknown,Unknown,Fordham,https://www.soccerwire.com/college-team/fordham-men/
Daniel Nesseler,Midfielder,Unknown,Unknown,Unknown,Unknown,Drexel,https://www.soccerwire.com/college-team/drexel-men/
Noe Cabezas,Midfielder,Unknown,Unknown,Cannes,Unknown,NC State,https://www.soccerwire.com/college-team/nc-state-men/
Henrique Santos,Forward,Unknown,Unknown,Algarve,Unknown,NC State,https://www.soccerwire.com/college-team/nc-state-men/
Andreas Zamanian,Goalkeeper,Silicon Valley Soccer Academy (SVSA),Unknown,Unknown,California,Columbia,https://www.soccerwire.com/college-team/columbia-men/
Logan Harrelson,Defender,FC Dallas,Unknown,Unknown,Florida,Tulsa,https://www.soccerwire.com/college-team/tulsa-men/
Jake Mayer,Defender,Baltimore Armour,Unknown,Unknown,Maryland,Loyola Maryland,https://www.soccerwire.com/college-team/loyola-maryland-men/
Riley Lynch,Forward,Phoenix Rising FC,Unknown,Unknown,Arizona,Saint Mary's (Calif.),https://www.soccerwire.com/college-team/saint-marys-calif-men/
Jack Vestburg,Forward,Unknown,Unknown,Unknown,Unknown,Saint Mary's (Calif.),https://www.soccerwire.com/college-team/saint-marys-calif-men/
Jude Zamora,Forward,Crossfire Premier,Unknown,Unknown,Washington,Saint Mary's (Calif.),https://www.soccerwire.com/college-team/saint-marys-calif-men/
Donovan Jones,Defender,Bavarian SC,Unknown,Unknown,Wisconsin,Marquette,https://www.soccerwire.com/college-team/marquette-men/
Josh Hewitt,Defender,Unknown,Unknown,Unknown,Unknown,Marquette,https://www.soccerwire.com/college-team/marquette-men/
Patrick Crantz,Goalkeeper,FC Stars,Unknown,Unknown,Massachusetts,Marquette,https://www.soccerwire.com/college-team/marquette-men/
Luka Kozomara,Defender,Cedar Stars Academy - Bergen,Unknown,Unknown,New Jersey,Temple,https://www.soccerwire.com/college-team/temple-men/
Tessho Kobayashi,Midfielder,Unknown,Unknown,Unknown,Unknown,Temple,https://www.soccerwire.com/college-team/temple-men/
Ryan Jani,Defender,Gwinnett Soccer Academy (GSA),Unknown,Unknown,Georgia,UCF,https://www.soccerwire.com/college-team/ucf-men/
Nikola Djordjevic,Midfielder,Capital City SC,Unknown,Unknown,Texas,SMU,https://www.soccerwire.com/college-team/smu-men/
Jack Emanuel,Defender,Arsenal FC,Unknown,Unknown,Pennsylvania,Duquesne,https://www.soccerwire.com/college-team/duquesne-men/
Cade Hagan,Forward,Sockers FC,Unknown,Unknown,Illinois,Pitt,https://www.soccerwire.com/college-team/pitt-men/
Shakur Mohammed,Midfielder,Black Rock FC,Unknown,Unknown,Unknown,Duke,https://www.soccerwire.com/college-team/duke-men/
Sebastian Docters,Midfielder,New York Soccer Club,Unknown,Unknown,New York,Duke,https://www.soccerwire.com/college-team/duke-men/
Nicholas Yono,Defender,Michigan Wolves,Unknown,Unknown,Michigan,Butler,https://www.soccerwire.com/college-team/butler-men/
Michal Gradus,Forward,Baltimore Armour,Unknown,Unknown,Maryland,Syracuse,https://www.soccerwire.com/college-team/syracuse-men/
Jake Nicoll,Goalkeeper,STA Soccer,Unknown,Unknown,New Jersey,Wake Forest,https://www.soccerwire.com/college-team/wake-forest-men/
Diego Letayf,Midfielder,FC Dallas,Unknown,Unknown,Texas,Georgetown,https://www.soccerwire.com/college-team/georgetown-men/
Luka Rak,Goalkeeper,Pittsburgh Riverhounds Development Academy,Unknown,Unknown,Pennsylvania,Jacksonville,https://www.soccerwire.com/college-team/jacksonville-men/
Nicholas “Nick” Perez,Midfielder,Sporting Delaware FC,Unknown,Unknown,Delaware,Goldey-Beacom,https://www.soccerwire.com/college-team/goldey-beacom-men/
Luke Lonneman,Goalkeeper,Indy Premier,Unknown,Unknown,Indiana,IUPUI,https://www.soccerwire.com/college-team/iupui-men/
Eric Bell,Defender,Pacific Northwest Soccer Club,Unknown,Unknown,Washington,Saint Martin's,https://www.soccerwire.com/college-team/saint-martins-men/
Omar Castro,Defender,Washington Township Soccer,Unknown,Sewell,New Jersey,U.S. Coast Guard Academy,https://www.soccerwire.com/college-team/u-s-coast-guard-academy-men/
Brendan Murray,Defender,Alexandria Soccer Association,West Potomac,Alexandria,Virginia,Stetson,https://www.soccerwire.com/college-team/stetson-men/
Ethan Fraser,Forward,Loudoun Soccer,Unknown,Unknown,Virginia,Virginia Tech,https://www.soccerwire.com/college-team/virginia-tech-men/
Jordan Black,Defender,Loudoun Soccer,Unknown,Unknown,Virginia,Virginia Tech,https://www.soccerwire.com/college-team/virginia-tech-men/
Parker Christina,Midfielder,Darlington Academy,Darlington,Rome,Georgia,UAlbany,https://www.soccerwire.com/college-team/ualbany-men/
Elijah Beverley,Forward,San Juan SC,Unknown,Sacramento,California,Seattle,https://www.soccerwire.com/college-team/seattle-men/
Edwin Dominguez,Defender,FC Golden State,Unknown,Riverside,California,Harvard,https://www.soccerwire.com/college-team/harvard-men/
Kyle Brown,Midfielder,Baltimore Armour,Unknown,Unknown,Maryland,Maryland,https://www.soccerwire.com/college-team/maryland-men/
Josh Baros,Midfielder,New Mexico Rapids SC,Unknown,Unknown,New Mexico,Tulsa,https://www.soccerwire.com/college-team/tulsa-men/
Tommy Mihalic,Forward,FC United Soccer Club,Unknown,Unknown,Illinois,Indiana,https://www.soccerwire.com/college-team/indiana-men/
Alex Darko,Defender,Unknown,Unknown,Unknown,Unknown,NC State,https://www.soccerwire.com/college-team/nc-state-men/
Babak Bakhtiari,Forward,New England Surf,Central Catholic,Wilmington,Massachusetts,Merrimack,https://www.soccerwire.com/college-team/merrimack-men/
Nicholas Biel,Midfielder,Millennium Soccer Association,Unknown,Unknown,Indiana,Western Michigan,https://www.soccerwire.com/college-team/western-michigan-men/
Logan D'Aoust,Defender,Long Island SC,Saint Anthony's,Smithtown,New York,Hofstra,https://www.soccerwire.com/college-team/hofstra-men/
Jake Smith,Midfielder,North Carolina FC Youth,Unknown,Wake Forest,North Carolina,Denver,https://www.soccerwire.com/college-team/denver-men/
Anthony Samways,Defender,Columbus Crew SC Academy,Unknown,Unknown,Ohio,Ohio State,https://www.soccerwire.com/college-team/ohio-state-men/
Wasswa Robbins,Forward,Atlanta United FC,Unknown,Unknown,Georgia,Navy,https://www.soccerwire.com/college-team/navy-men/
Skyler Stricker,Defender,Solar Soccer Club,Unknown,Unknown,Texas,Liberty,https://www.soccerwire.com/college-team/liberty-men/
Samuel Sarver,Forward,Columbus Crew SC Academy,Unknown,Unknown,Ohio,Indiana,https://www.soccerwire.com/college-team/indiana-men/
Rowan Browne,Defender,Unknown,Unknown,Unknown,Maryland,Navy,https://www.soccerwire.com/college-team/navy-men/
Roald Mitchell,Midfielder,New York Red Bulls Academy,Unknown,Unknown,New Jersey,Wake Forest,https://www.soccerwire.com/college-team/wake-forest-men/
Patrick McDonald,Midfielder,NC Fusion,Unknown,Unknown,North Carolina,Indiana,https://www.soccerwire.com/college-team/indiana-men/
Patricio Parra Ramon,Forward,San Antonio City SC,Unknown,Unknown,Texas,Cornell,https://www.soccerwire.com/college-team/cornell-men/
Liam Egan,Goalkeeper,Unknown,Unknown,Unknown,Kentucky,Notre Dame,https://www.soccerwire.com/college-team/notre-dame-men/
Kevin Carmichael,Defender,LAFC So Cal Youth,Unknown,Unknown,California,Cal,https://www.soccerwire.com/college-team/cal-men/
Justin Harris,Defender,Vardar,Unknown,Unknown,Michigan,Yale,https://www.soccerwire.com/college-team/yale-men/
Jack Anderson,Defender,New England Revolution Academy,Unknown,Unknown,Massachusetts,Syracuse,https://www.soccerwire.com/college-team/syracuse-men/
David Greene,Midfielder,NC Fusion,Unknown,Unknown,North Carolina,High Point,https://www.soccerwire.com/college-team/high-point-men/
Curt Calov,Midfielder,Players Development Academy (PDA),Unknown,Unknown,New Jersey,Syracuse,https://www.soccerwire.com/college-team/syracuse-men/
Cooper Brunell,Midfielder,Crossfire Premier,Unknown,Unknown,Washington,Washington,https://www.soccerwire.com/college-team/washington-men/
Brennan Mallett,Defender,De Anza Force,Unknown,Unknown,California,Cornell,https://www.soccerwire.com/college-team/cornell-men/
Boima Cummins,Defender,New York Red Bulls Academy,Unknown,Port Huron,Michigan,Wake Forest,https://www.soccerwire.com/college-team/wake-forest-men/
Adrian Aguilar,Defender,LA Galaxy,Unknown,Unknown,California,Portland,https://www.soccerwire.com/college-team/portland-men/
Blake Driehuis,Forward,Unknown,Unknown,Unknown,Unknown,Saint Joseph's,https://www.soccerwire.com/college-team/saint-josephs-men/
Gabe Schwartz,Goalkeeper,IMG Academy,Unknown,Unknown,Florida,Denver,https://www.soccerwire.com/college-team/denver-men/
Griffin Polinsky,Midfielder,Baltimore Armour,Unknown,Elkridge,Maryland,Northeastern,https://www.soccerwire.com/college-team/northeastern-men/
Alex Bobocea,Goalkeeper,New York Red Bulls Academy,Unknown,Unknown,New York,Loyola Maryland,https://www.soccerwire.com/college-team/loyola-maryland-men/
Andres Freire,Forward,Chargers Soccer Club,Unknown,Unknown,Florida,USF,https://www.soccerwire.com/college-team/usf-men/
Isaiah Parker,Forward,FC United Soccer Club,Unknown,Unknown,Illinois,Saint Louis,https://www.soccerwire.com/college-team/saint-louis-men/
Matthew Andrusko,Midfielder,SC Wave,Unknown,Unknown,Wisconsin,Loyola Chicago,https://www.soccerwire.com/college-team/loyola-chicago-men/
Luca Ulrich,Goalkeeper,Bethesda SC,Unknown,Unknown,Maryland,Georgetown,https://www.soccerwire.com/college-team/georgetown-men/
Trevor Wright,Defender,Real Colorado,Unknown,Unknown,Colorado,Denver,https://www.soccerwire.com/college-team/denver-men/
Alec Schwartzman,Defender,New York Soccer Club,Unknown,Unknown,New York,Army,https://www.soccerwire.com/college-team/army-men/
Michael Leon,Forward,Unknown,Unknown,Unknown,Connecticut,Michigan,https://www.soccerwire.com/college-team/michigan-men/
Charlie Kriel,Midfielder,Baltimore Armour,Unknown,Unknown,Maryland,Navy,https://www.soccerwire.com/college-team/navy-men/
Petter Soelberg,Midfielder,Unknown,Unknown,Unknown,South Carolina,Hofstra,https://www.soccerwire.com/college-team/hofstra-men/
Santiago Hernandez,Defender,Unknown,Unknown,Unknown,Unknown,Penn State,https://www.soccerwire.com/college-team/penn-state-men/
